,Month,Year,Name,Account,Service,Cost,Enviroment
127,MAR,2025,Entercom Communications,724972922289,Amazon Redshift,380.7645021824,Environment$
128,MAR,2025,Entercom Communications,724972922289,Amazon Registrar,14.0,Environment$
129,MAR,2025,Entercom Communications,724972922289,Amazon Relational Database Service,65407.7473706416,Environment$
130,MAR,2025,Entercom Communications,724972922289,Amazon Relational Database Service,0.0015760896,Environment$loadtest
131,MAR,2025,Entercom Communications,724972922289,Amazon Relational Database Service,3662.3788910858,Environment$nonprod
132,MAR,2025,Entercom Communications,724972922289,Amazon Relational Database Service,17519.3820113986,Environment$prod
133,MAR,2025,Entercom Communications,724972922289,Amazon Route 53,1609.0276297159,Environment$
134,MAR,2025,Entercom Communications,724972922289,Amazon Route 53,0.185940118,Environment$Dev
135,MAR,2025,Entercom Communications,724972922289,Amazon Route 53,0.091,Environment$Production
136,MAR,2025,Entercom Communications,724972922289,Amazon Route 53,0.091,Environment$common
137,MAR,2025,Entercom Communications,724972922289,Amazon Route 53,0.455,Environment$global
138,MAR,2025,Entercom Communications,724972922289,Amazon Route 53,0.091211666,Environment$loadtest
139,MAR,2025,Entercom Communications,724972922289,Amazon Route 53,8.982055264,Environment$nonprod
140,MAR,2025,Entercom Communications,724972922289,Amazon Route 53,11.455880254,Environment$prod
141,MAR,2025,Entercom Communications,724972922289,Amazon Route 53,0.09116289,Environment$sandbox
142,MAR,2025,Entercom Communications,724972922289,Amazon Route 53,0.091023842,Environment$stg
143,MAR,2025,Entercom Communications,724972922289,Amazon Route 53,0.091,Environment$test
144,MAR,2025,Entercom Communications,724972922289,Amazon SageMaker,3064.6753392502,Environment$
145,MAR,2025,Entercom Communications,724972922289,Amazon Simple Email Service,12.5530500353,Environment$
146,MAR,2025,Entercom Communications,724972922289,Amazon Simple Notification Service,17.3476183788,Environment$
147,MAR,2025,Entercom Communications,724972922289,Amazon Simple Notification Service,0.0073611884,Environment$Common
148,MAR,2025,Entercom Communications,724972922289,Amazon Simple Notification Service,5.7785e-05,Environment$Production
149,MAR,2025,Entercom Communications,724972922289,Amazon Simple Notification Service,0.00057967,Environment$Sandbox
150,MAR,2025,Entercom Communications,724972922289,Amazon Simple Notification Service,5.5965e-05,Environment$prod
151,MAR,2025,Entercom Communications,724972922289,Amazon Simple Queue Service,33.380357141,Environment$
152,MAR,2025,Entercom Communications,724972922289,Amazon Simple Queue Service,9.7916e-05,Environment$dev
153,MAR,2025,Entercom Communications,724972922289,Amazon Simple Queue Service,1.1108250005,Environment$nonprod
154,MAR,2025,Entercom Communications,724972922289,Amazon Simple Queue Service,1.4582308599,Environment$prod
155,MAR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,35713.9919833592,Environment$
156,MAR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0758034791,Environment$Common
157,MAR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.000595601,Environment$Dev
158,MAR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0755731889,Environment$POC
159,MAR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.032918627,Environment$Production
160,MAR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0008829575,Environment$Sandbox
161,MAR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0025229292,Environment$common
162,MAR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,20.7017810677,Environment$dev
163,MAR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0879643681,Environment$loadtest
164,MAR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,1548.1385189056,Environment$nonprod
165,MAR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,4.2786203497,Environment$prd
166,MAR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,17190.5005129313,Environment$prod
167,MAR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.000880776,Environment$qa
168,MAR,2025,Entercom Communications,724972922289,Amazon Simple Storage Service,0.0047236984,Environment$stg
169,MAR,2025,Entercom Communications,724972922289,Amazon Simple Workflow Service,1.0727e-06,Environment$
170,MAR,2025,Entercom Communications,724972922289,Amazon SimpleDB,1.2627e-05,Environment$
171,MAR,2025,Entercom Communications,724972922289,Amazon Virtual Private Cloud,9480.8869363131,Environment$
172,MAR,2025,Entercom Communications,724972922289,Amazon Virtual Private Cloud,144.0966661084,Environment$nonprod
173,MAR,2025,Entercom Communications,724972922289,Amazon Virtual Private Cloud,3.3852,Environment$prd
174,MAR,2025,Entercom Communications,724972922289,Amazon Virtual Private Cloud,142.0271791409,Environment$prod
175,MAR,2025,Entercom Communications,724972922289,Amazon Virtual Private Cloud,92.174981488,Environment$shared
176,MAR,2025,Entercom Communications,724972922289,Amazon Virtual Private Cloud,0.0360549645,Environment$stg
177,MAR,2025,Entercom Communications,724972922289,Amazon WorkSpaces,216.9075999382,Environment$
178,MAR,2025,Entercom Communications,724972922289,AmazonCloudWatch,10935.7548593658,Environment$
179,MAR,2025,Entercom Communications,724972922289,AmazonCloudWatch,835.4517321132,Environment$nonprod
180,MAR,2025,Entercom Communications,724972922289,AmazonCloudWatch,4605.8524582718,Environment$prod
181,MAR,2025,Entercom Communications,724972922289,AmazonWorkMail,178.3599998544,Environment$
182,MAR,2025,Entercom Communications,724972922289,Apache Kafka® & Apache Flink® on Confluent Cloud™ - Annual Commits,281494.33,Environment$
183,MAR,2025,Entercom Communications,724972922289,CloudWatch Events,2.1111231139,Environment$
184,MAR,2025,Entercom Communications,724972922289,CodeBuild,0.0,Environment$
185,MAR,2025,Entercom Communications,724972922289,NetSPI,39495.0,Environment$
186,MAR,2025,Entercom Communications,724972922289,Savings Plans for AWS Compute usage,122740.8,Environment$
187,MAR,2025,Entercom Communications,724972922289,Tax,28693.72,Environment$
